,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,y_true
5638,0.0,0.71,0.22,1.0,0.61,0.91,0.49,0.54,0.21,0.22,0.06,0.0,0.53,0.08,1.0,0.07,2
126,0.0,0.24,0.3,0.48,0.61,0.75,0.91,1.0,1.0,0.93,0.83,0.62,0.68,0.31,0.59,0.0,1
2574,0.51,0.86,0.74,1.0,0.91,0.81,0.7,0.61,1.0,0.4,0.87,0.14,0.45,0.0,0.0,0.12,3
5350,0.87,0.95,0.34,1.0,0.57,0.77,1.0,0.96,0.88,0.7,0.99,0.28,0.57,0.02,0.0,0.0,9
7261,1.0,1.0,0.59,0.81,0.29,0.55,0.04,0.26,0.11,0.0,0.6,0.12,0.51,0.3,0.0,0.21,6
7442,0.57,0.82,0.58,1.0,0.96,0.9,0.72,0.61,1.0,0.45,0.86,0.15,0.44,0.0,0.0,0.04,3
8657,0.3,0.86,0.2,0.58,0.68,0.35,0.32,0.0,0.0,0.18,0.16,0.64,0.39,1.0,1.0,1.0,5
257,0.96,0.82,0.63,1.0,0.0,0.84,0.31,0.71,1.0,0.84,0.91,0.55,0.64,0.28,0.36,0.0,9
1293,0.24,0.77,0.18,0.34,0.46,0.0,0.89,0.2,1.0,0.62,0.78,1.0,0.31,0.9,0.0,0.55,0
2474,0.36,0.82,0.45,0.6,0.81,1.0,0.0,0.7,0.19,0.45,0.25,0.0,1.0,0.37,0.04,0.32,8
4672,0.0,0.66,0.21,0.97,0.66,1.0,0.66,0.63,0.34,0.32,0.06,0.04,0.52,0.0,1.0,0.0,2
8583,0.48,0.97,0.89,1.0,0.77,0.71,0.49,0.46,0.16,0.23,0.0,0.0,0.5,0.03,1.0,0.07,2
102,0.0,0.93,0.51,1.0,1.0,0.84,0.75,0.42,0.5,0.0,0.3,0.01,0.36,0.28,0.94,0.29,7
3339,0.77,0.96,0.38,1.0,0.58,0.77,0.99,0.86,1.0,0.5,0.84,0.12,0.43,0.0,0.0,0.0,9
5884,0.0,0.66,0.2,1.0,0.51,0.93,0.5,0.51,0.33,0.13,0.25,0.0,0.62,0.08,1.0,0.07,2
8780,1.0,0.98,1.0,1.0,0.71,0.83,0.5,0.66,0.36,0.5,0.21,0.33,0.0,0.16,0.07,0.0,1
9854,0.2,0.86,0.42,1.0,0.38,0.64,0.11,0.35,0.0,0.22,0.35,0.0,0.75,0.01,1.0,0.31,2
4258,0.46,0.65,0.81,1.0,0.7,0.82,0.6,0.28,0.24,0.0,0.0,0.0,0.5,0.03,1.0,0.09,1
1670,0.24,0.96,0.84,0.99,1.0,1.0,0.25,0.93,0.28,0.57,0.93,0.36,0.73,0.0,0.0,0.01,5
6376,1.0,0.75,0.47,1.0,0.0,0.79,0.49,0.41,0.66,0.0,0.03,0.25,0.27,0.66,0.98,0.91,8
4149,0.22,0.75,0.47,1.0,0.74,0.82,0.47,0.53,0.84,0.44,1.0,0.17,0.54,0.0,0.0,0.09,3
5257,0.04,0.92,0.62,1.0,1.0,0.81,0.53,0.55,0.0,0.32,0.18,0.12,0.84,0.07,0.88,0.0,2
4021,0.0,0.4,0.15,0.64,0.51,0.87,0.83,1.0,0.75,0.75,0.74,0.5,0.81,0.25,1.0,0.0,1
2491,0.92,1.0,0.19,0.98,0.45,0.6,0.98,0.9,1.0,0.74,1.0,0.26,0.42,0.0,0.0,0.31,9
232,0.63,0.67,0.74,1.0,0.99,0.8,0.73,0.39,0.35,0.07,0.0,0.03,0.51,0.04,1.0,0.0,2
1886,0.31,1.0,0.0,0.8,0.04,0.3,0.37,0.0,0.81,0.08,1.0,0.47,0.7,0.82,0.26,0.91,0
1466,0.0,0.57,0.36,0.83,0.62,1.0,0.54,0.64,0.47,0.28,0.12,0.0,0.3,0.02,1.0,0.03,1
9397,0.08,0.95,0.26,0.71,0.82,0.45,0.55,0.0,0.0,0.12,0.0,0.65,0.28,1.0,1.0,0.98,5
5346,0.21,0.79,0.64,1.0,0.84,0.72,0.62,0.42,0.87,0.45,1.0,0.15,0.46,0.0,0.0,0.16,3
2179,0.24,0.9,0.46,0.7,1.0,0.91,0.45,1.0,0.0,0.77,0.66,0.73,0.69,0.38,0.45,0.0,9
4451,0.77,0.94,0.35,1.0,0.53,0.74,0.74,0.9,0.99,0.52,1.0,0.1,0.51,0.0,0.0,0.06,9
7163,0.0,0.87,0.4,1.0,1.0,0.98,0.89,0.6,0.78,0.21,0.62,0.0,0.25,0.31,0.61,0.45,7
5806,0.16,0.89,0.01,0.48,0.23,0.09,0.72,0.0,1.0,0.34,0.87,0.76,0.45,1.0,0.0,0.83,0
4052,0.19,0.93,0.66,1.0,0.78,0.78,0.41,0.58,0.63,0.41,1.0,0.23,0.53,0.09,0.0,0.0,3
7824,0.0,0.83,0.2,1.0,0.67,0.96,0.73,0.74,0.64,0.51,0.51,0.3,0.56,0.09,1.0,0.0,2
944,0.07,0.72,0.01,0.38,0.31,0.0,0.82,0.11,1.0,0.56,0.76,0.99,0.26,1.0,0.0,0.58,0
6902,0.0,0.93,0.5,1.0,0.9,0.82,0.73,0.41,0.56,0.0,0.29,0.2,0.47,0.34,1.0,0.32,7
227,0.44,0.77,0.19,0.5,0.39,0.19,0.0,0.0,0.08,0.31,0.19,0.66,0.57,0.87,1.0,1.0,5
8616,0.28,0.73,0.81,0.6,0.73,1.0,0.39,0.72,0.91,0.85,1.0,0.42,0.88,0.0,0.0,0.01,9
8594,0.53,1.0,0.27,0.9,0.06,0.55,0.0,0.2,0.46,0.0,1.0,0.16,0.53,0.34,0.06,0.19,6
1507,1.0,0.99,0.4,0.91,0.66,0.49,0.58,0.08,0.0,0.0,0.22,0.41,0.66,0.76,0.72,1.0,8
9489,0.24,0.92,0.68,1.0,1.0,0.83,0.57,0.68,0.8,0.41,0.89,0.14,0.41,0.09,0.0,0.0,3
1774,0.27,0.66,0.53,1.0,0.76,0.77,0.49,0.4,0.09,0.13,0.0,0.15,0.5,0.05,1.0,0.0,2
4203,0.0,0.86,0.39,1.0,0.51,0.66,0.35,0.32,0.08,0.01,0.01,0.0,0.51,0.15,1.0,0.0,2
1289,0.29,0.99,0.08,0.63,0.0,0.21,0.36,0.0,0.79,0.2,1.0,0.58,0.76,0.94,0.29,1.0,0
1008,0.24,1.0,0.77,0.93,1.0,0.72,0.71,0.48,0.46,0.23,0.28,0.0,0.0,0.24,0.31,0.35,7
1358,0.0,0.89,0.56,1.0,0.95,0.76,0.72,0.37,0.47,0.0,0.1,0.03,0.32,0.16,1.0,0.22,7
6262,0.45,0.76,0.49,0.95,1.0,1.0,0.87,0.61,0.48,0.31,0.0,0.13,0.29,0.1,0.82,0.0,2
496,1.0,1.0,0.21,0.86,0.45,0.47,0.86,0.11,0.03,0.0,0.0,0.33,0.65,0.65,0.99,0.96,8
4796,0.0,1.0,0.68,0.94,0.95,0.77,0.67,0.47,0.41,0.15,0.29,0.0,0.28,0.3,1.0,0.33,7
4739,0.75,1.0,0.35,0.99,0.61,0.73,0.89,0.99,0.95,0.64,1.0,0.22,0.56,0.0,0.0,0.07,9
6601,0.18,0.98,0.72,1.0,0.26,0.89,0.34,0.61,0.82,0.45,1.0,0.19,0.53,0.04,0.0,0.0,5
4460,0.0,0.94,0.61,1.0,1.0,0.77,0.83,0.44,0.58,0.13,0.44,0.0,0.25,0.29,0.97,0.36,7
4348,0.0,0.92,0.35,0.95,1.0,1.0,0.93,0.79,0.59,0.41,0.36,0.0,0.12,0.16,0.76,0.22,7
8151,0.0,0.63,0.29,0.83,0.67,1.0,1.0,0.97,0.84,0.72,0.61,0.48,0.4,0.23,0.19,0.0,1
5725,1.0,0.79,0.67,1.0,0.26,0.76,0.41,0.38,0.47,0.0,0.0,0.08,0.38,0.38,0.96,0.58,8
1146,0.0,0.88,0.39,1.0,0.77,0.83,0.77,0.42,0.72,0.0,0.42,0.11,0.54,0.27,1.0,0.26,7
3320,0.24,1.0,0.14,0.55,0.72,0.52,0.54,0.0,0.08,0.02,0.0,0.58,0.35,0.95,1.0,0.99,5
7885,0.63,0.97,0.19,0.9,0.04,0.36,0.42,0.0,0.95,0.25,1.0,0.77,0.46,1.0,0.0,0.73,0
1709,0.15,0.7,0.2,0.32,0.54,0.0,0.96,0.24,1.0,0.66,0.68,1.0,0.16,0.92,0.0,0.52,0
5750,0.17,1.0,0.79,0.92,1.0,0.76,0.72,0.44,0.49,0.1,0.24,0.0,0.0,0.31,0.71,0.33,7
6617,0.51,1.0,0.07,0.78,0.57,0.64,0.87,0.92,0.86,0.7,1.0,0.31,0.61,0.04,0.0,0.0,9
7499,0.0,1.0,0.57,0.94,1.0,0.78,1.0,0.63,1.0,0.47,0.86,0.31,0.71,0.15,1.0,0.0,1
7414,0.3,0.76,0.53,1.0,0.82,0.74,0.66,0.39,0.31,0.12,0.0,0.03,0.5,0.03,1.0,0.0,2
9110,0.17,1.0,0.17,0.69,0.6,0.36,0.3,0.0,0.0,0.2,0.0,0.73,0.41,0.91,1.0,0.92,5
5754,0.04,1.0,0.18,0.98,0.0,0.58,0.43,0.38,1.0,0.48,0.97,0.79,0.8,0.41,0.77,0.0,4
2145,1.0,0.9,0.75,1.0,0.64,0.79,0.94,0.96,0.81,0.66,0.64,0.37,0.35,0.15,0.0,0.0,9
2868,0.7,0.75,0.92,0.4,0.84,0.0,0.0,0.0,0.35,0.38,1.0,0.71,0.9,1.0,0.13,0.84,8
6024,0.87,1.0,0.36,0.82,0.03,0.52,0.0,0.17,0.5,0.0,1.0,0.13,0.55,0.31,0.0,0.2,6
7123,0.46,0.92,0.11,0.51,0.2,0.0,0.84,0.16,1.0,0.66,0.51,1.0,0.0,0.64,0.08,0.15,0
3382,0.32,0.65,0.51,1.0,0.56,0.51,0.35,0.06,0.0,0.0,0.27,0.19,0.63,0.09,1.0,0.16,2
5695,0.0,0.96,0.51,1.0,0.58,0.78,0.38,0.56,0.13,0.35,0.0,0.14,0.42,0.01,1.0,0.0,2
2363,0.0,0.39,0.62,0.67,0.86,1.0,0.06,0.87,0.38,0.54,1.0,0.26,0.72,0.0,0.01,0.17,8
3444,0.32,0.72,0.57,1.0,0.76,0.71,0.56,0.35,0.21,0.07,0.0,0.04,0.51,0.0,1.0,0.06,2
3528,0.0,0.5,0.28,0.7,0.77,0.93,1.0,1.0,0.77,0.75,0.56,0.5,0.44,0.25,0.62,0.0,1
324,0.46,0.99,0.82,1.0,0.82,0.72,0.77,0.56,1.0,0.31,0.75,0.07,0.38,0.0,0.0,0.06,3
3377,1.0,1.0,0.63,0.85,0.83,0.78,0.93,0.84,0.9,0.52,0.77,0.23,0.45,0.0,0.0,0.02,9
4250,0.72,1.0,0.4,0.92,0.05,0.6,0.0,0.25,0.49,0.0,1.0,0.22,0.42,0.38,0.11,0.19,6
3685,0.26,0.77,0.49,1.0,1.0,0.94,0.76,0.67,0.73,0.43,0.94,0.16,0.51,0.0,0.0,0.13,3
6083,0.23,1.0,0.13,0.7,0.66,0.36,0.33,0.0,0.0,0.25,0.59,0.58,1.0,0.96,0.28,0.97,8
5048,0.41,0.84,0.93,0.52,1.0,0.12,0.33,0.0,0.47,0.39,0.93,0.74,0.72,1.0,0.0,0.81,8
2907,0.77,1.0,0.11,0.67,1.0,0.72,0.43,0.99,0.36,0.32,0.0,0.0,0.84,0.02,0.3,0.46,8
1864,1.0,1.0,0.51,0.96,0.18,0.67,0.0,0.35,0.12,0.04,0.79,0.0,0.94,0.25,0.32,0.24,6
4227,0.2,0.78,0.75,0.75,1.0,1.0,0.0,0.93,0.35,0.77,0.97,0.64,0.82,0.32,0.65,0.0,9
8868,0.59,0.61,0.91,1.0,0.37,0.92,0.36,0.46,0.45,0.0,0.0,0.06,0.35,0.36,1.0,0.38,8
9243,0.34,0.89,0.03,0.7,0.01,0.25,0.49,0.0,1.0,0.23,1.0,0.67,0.56,0.99,0.0,1.0,0
1165,0.95,1.0,0.66,0.81,0.31,0.52,0.12,0.18,0.53,0.0,1.0,0.18,0.56,0.35,0.0,0.28,6
8380,0.35,1.0,0.25,0.77,0.0,0.49,0.35,0.34,0.98,0.31,1.0,0.56,0.82,0.27,0.66,0.0,4
4104,0.52,0.69,0.82,1.0,0.75,0.76,0.61,0.35,0.47,0.0,0.0,0.08,0.5,0.07,1.0,0.08,1
8476,0.36,0.78,0.66,1.0,0.83,0.82,0.81,0.59,1.0,0.3,0.82,0.03,0.38,0.0,0.0,0.16,3
2702,0.5,0.85,1.0,1.0,0.96,0.9,0.67,0.73,0.46,0.55,0.21,0.36,0.0,0.18,0.0,0.0,1
6818,0.37,0.9,0.19,0.57,0.66,0.43,0.4,0.05,0.0,0.0,0.21,0.5,0.52,0.9,1.0,1.0,5
6556,0.29,0.76,0.52,1.0,1.0,0.96,0.86,0.7,0.58,0.46,0.55,0.29,0.51,0.05,0.0,0.0,3
9860,0.53,0.93,0.03,0.71,0.47,0.34,0.23,0.0,0.0,0.29,0.59,0.63,1.0,1.0,0.09,0.98,8
8174,0.25,1.0,0.0,0.63,0.02,0.17,0.43,0.0,0.86,0.1,1.0,0.52,0.74,0.9,0.32,0.97,0
825,0.01,0.9,0.0,0.54,0.2,0.16,0.68,0.0,1.0,0.31,0.99,0.71,0.61,1.0,0.26,0.75,0
5579,0.37,1.0,0.0,0.72,0.06,0.57,0.65,0.67,1.0,0.86,0.64,0.66,0.44,0.32,0.2,0.0,4
1139,0.0,0.59,0.46,0.83,0.62,1.0,0.57,0.64,0.55,0.27,0.25,0.0,0.36,0.03,1.0,0.01,1
9778,0.01,0.85,0.48,1.0,1.0,1.0,0.7,0.76,0.91,0.51,1.0,0.18,0.52,0.03,0.0,0.0,3
4772,0.45,0.84,0.68,1.0,0.77,0.73,0.53,0.45,1.0,0.35,0.86,0.11,0.37,0.0,0.0,0.16,3
9031,0.55,1.0,0.09,0.78,0.0,0.36,0.29,0.0,0.83,0.17,1.0,0.58,0.79,0.97,0.21,0.89,0
6701,0.56,1.0,0.2,0.79,0.0,0.45,0.29,0.18,0.74,0.27,1.0,0.61,0.76,0.35,0.6,0.0,4
734,0.29,1.0,0.11,0.85,0.0,0.65,0.03,0.45,0.46,0.39,0.83,0.39,0.84,0.19,1.0,0.0,4
7202,0.69,0.94,0.04,1.0,0.08,0.7,0.82,0.76,0.69,0.85,1.0,0.46,0.74,0.11,0.0,0.0,9
285,0.23,0.49,0.81,0.69,1.0,1.0,0.35,0.87,0.33,0.53,0.68,0.21,0.13,0.0,0.0,0.28,8
8158,0.36,0.87,0.81,1.0,0.8,0.74,0.61,0.31,0.44,0.0,0.0,0.1,0.5,0.11,1.0,0.15,1
1536,0.61,1.0,0.16,0.78,0.0,0.39,0.15,0.0,0.72,0.1,1.0,0.48,0.96,0.88,0.44,0.83,0
6474,0.34,0.55,1.0,0.75,0.86,1.0,0.0,0.9,0.02,0.68,0.86,0.56,0.75,0.27,0.27,0.0,9
5644,1.0,0.98,0.59,1.0,0.19,0.86,0.08,0.54,0.42,0.54,0.67,0.28,0.42,0.03,0.0,0.0,5
1889,0.36,0.9,0.77,1.0,1.0,0.88,0.66,0.68,0.47,0.49,0.73,0.27,0.42,0.06,0.0,0.0,3
9859,1.0,0.97,0.58,1.0,0.18,0.76,0.0,0.47,0.12,0.16,0.62,0.0,0.85,0.18,0.28,0.24,6
3251,1.0,0.98,0.71,1.0,0.49,0.99,0.47,0.7,0.75,0.55,0.56,0.32,0.28,0.15,0.0,0.0,5
5277,0.63,1.0,0.18,0.89,0.0,0.44,0.14,0.0,0.62,0.12,0.96,0.49,1.0,0.95,0.54,0.93,0
3289,0.72,1.0,0.38,0.84,0.13,0.63,0.0,0.4,0.4,0.28,0.88,0.31,1.0,0.22,0.84,0.0,4
2822,0.0,0.48,0.13,0.65,0.47,0.83,0.82,1.0,1.0,0.94,0.77,0.63,0.54,0.33,0.45,0.0,1
3028,1.0,0.92,0.61,1.0,0.31,0.8,0.2,0.42,0.58,0.44,0.73,0.2,0.38,0.01,0.0,0.0,5
6060,0.49,1.0,0.15,0.8,0.0,0.37,0.22,0.01,0.67,0.0,1.0,0.31,1.0,0.75,0.62,0.92,0
9069,0.46,1.0,0.26,0.74,0.0,0.47,0.2,0.25,0.84,0.33,1.0,0.55,0.76,0.28,0.69,0.0,4
4263,0.33,1.0,0.21,0.7,0.0,0.37,0.29,0.27,0.83,0.35,1.0,0.62,0.88,0.35,0.8,0.0,4
2883,0.73,1.0,0.43,0.7,0.0,0.42,0.25,0.41,1.0,0.45,0.9,0.64,0.63,0.32,0.54,0.0,4
8775,0.59,0.79,0.35,0.73,0.72,0.36,0.35,0.0,0.05,0.24,0.0,0.7,0.32,1.0,1.0,0.97,5
2218,0.26,1.0,0.38,0.78,0.66,0.38,0.45,0.0,0.15,0.33,0.0,0.77,0.34,0.97,1.0,1.0,5
6961,1.0,1.0,0.58,0.98,0.29,0.8,0.27,0.45,0.63,0.36,0.78,0.13,0.39,0.0,0.0,0.03,5
897,0.27,1.0,0.21,0.83,0.0,0.47,0.36,0.42,1.0,0.49,0.96,0.75,0.86,0.37,0.84,0.0,4
9206,0.8,1.0,0.28,0.96,0.0,0.2,0.52,0.0,1.0,0.65,0.61,0.94,0.57,0.68,0.32,0.3,0
3564,0.65,0.9,0.24,0.9,0.0,0.44,0.19,0.0,0.67,0.06,1.0,0.44,0.91,0.91,0.44,1.0,0
6226,0.22,1.0,0.03,0.94,0.0,0.51,0.49,0.44,1.0,0.61,0.64,0.86,0.64,0.43,0.6,0.0,4
1505,0.27,1.0,0.3,0.67,0.95,0.44,0.66,0.0,0.11,0.12,0.0,0.62,0.22,0.97,1.0,0.99,5
2694,1.0,1.0,0.47,0.96,0.15,0.64,0.0,0.29,0.32,0.0,0.85,0.16,0.57,0.46,0.09,0.3,6
716,0.63,1.0,0.29,0.83,0.1,0.5,0.19,0.16,0.67,0.0,1.0,0.19,0.48,0.31,0.0,0.19,6
2096,0.0,0.42,0.32,0.61,0.65,0.81,1.0,1.0,0.92,0.76,0.74,0.51,0.56,0.25,0.4,0.0,1
3205,0.97,0.72,1.0,1.0,0.44,0.81,0.13,0.53,0.0,0.23,0.41,0.0,0.85,0.22,0.18,0.32,6
9301,0.0,0.71,0.39,0.79,0.82,1.0,1.0,0.95,0.93,0.71,0.87,0.46,0.75,0.22,0.84,0.0,1
1541,0.56,1.0,0.38,0.81,0.0,0.53,0.19,0.33,0.81,0.3,1.0,0.57,0.85,0.26,0.96,0.0,4
1902,0.62,0.88,0.2,0.65,0.0,0.24,0.34,0.0,0.78,0.24,1.0,0.63,0.77,1.0,0.26,0.93,0
6232,0.0,0.55,0.2,0.68,0.65,0.88,1.0,1.0,0.76,0.75,0.51,0.5,0.28,0.25,0.11,0.0,1
867,0.26,0.99,0.0,0.55,0.61,0.48,0.76,0.14,0.07,0.0,0.04,0.44,0.27,0.87,1.0,1.0,5
7803,0.14,0.73,0.0,0.51,0.09,0.12,0.54,0.0,0.92,0.27,1.0,0.67,0.74,1.0,0.27,0.95,0
3430,0.74,1.0,0.51,0.9,0.0,0.7,0.18,0.55,0.84,0.42,1.0,0.45,0.6,0.22,0.23,0.0,4
2963,0.26,1.0,0.0,0.84,0.22,0.56,1.0,0.57,0.52,0.92,0.48,0.85,0.44,0.36,0.4,0.0,4
4785,0.0,0.51,0.27,0.72,0.61,0.85,0.95,1.0,1.0,0.91,0.82,0.61,0.67,0.3,0.72,0.0,1
6261,1.0,1.0,0.59,0.83,0.24,0.57,0.0,0.29,0.12,0.01,0.73,0.0,0.62,0.26,0.07,0.43,6
3118,0.8,1.0,1.0,0.97,0.48,0.68,0.07,0.38,0.0,0.07,0.91,0.0,0.98,0.22,0.09,0.12,6
1788,1.0,0.9,0.95,1.0,0.59,0.7,0.27,0.38,0.06,0.05,0.54,0.0,0.65,0.27,0.0,0.18,6
5915,0.59,1.0,0.0,0.79,0.31,0.64,1.0,0.75,0.93,0.76,0.63,0.51,0.37,0.26,0.11,0.0,4
5511,0.83,1.0,0.14,0.75,0.0,0.42,0.97,0.44,1.0,0.67,0.64,0.81,0.6,0.4,0.58,0.0,4
3026,0.63,1.0,0.33,0.9,0.05,0.56,0.1,0.18,0.61,0.0,1.0,0.22,0.46,0.36,0.0,0.16,6
4960,0.72,1.0,0.31,0.77,0.04,0.5,0.0,0.21,0.4,0.0,1.0,0.05,0.88,0.28,0.28,0.36,6
8892,0.97,1.0,0.54,0.83,0.0,0.48,0.03,0.1,0.84,0.0,1.0,0.39,0.14,0.51,0.08,0.18,6
9723,1.0,1.0,0.56,0.89,0.22,0.59,0.0,0.26,0.24,0.0,0.77,0.11,0.77,0.39,0.22,0.36,6
7343,0.65,1.0,0.35,0.85,0.04,0.54,0.0,0.2,0.48,0.0,1.0,0.24,0.67,0.51,0.07,0.36,6
